user_id,session_id,timestamp,app_id,duration_seconds
U001,S005,2026-04-16 01:44:21,youtube,530
U001,S005,2026-04-16 01:53:11,chrome,115
U001,S005,2026-04-16 01:55:06,gmail,484
U001,S005,2026-04-16 02:03:10,whatsapp,550
U001,S005,2026-04-16 02:12:20,instagram,375
U001,S005,2026-04-16 02:18:35,camera,238
U001,S006,2026-04-16 05:22:33,camera,430
U001,S006,2026-04-16 05:29:43,instagram,243
U001,S006,2026-04-16 05:33:46,youtube,517
U001,S006,2026-04-16 05:42:23,instagram,44
U001,S006,2026-04-16 05:43:07,whatsapp,106
U001,S006,2026-04-16 05:44:53,chrome,354
U001,S006,2026-04-16 05:50:47,gmail,273
U001,S006,2026-04-16 05:55:20,chrome,81
U001,S006,2026-04-16 05:56:41,youtube,158
U001,S006,2026-04-16 05:59:19,chrome,385
U001,S006,2026-04-16 06:05:44,whatsapp,111
U001,S007,2026-04-16 08:07:35,gmail,49
U001,S007,2026-04-16 08:08:24,youtube,333
U001,S007,2026-04-16 08:13:57,whatsapp,570
U001,S007,2026-04-16 08:23:27,chrome,223
U001,S007,2026-04-16 08:27:10,whatsapp,332
U001,S007,2026-04-16 08:32:42,instagram,113
U001,S007,2026-04-16 08:34:35,whatsapp,499
U001,S007,2026-04-16 08:42:54,youtube,395
U001,S007,2026-04-16 08:49:29,whatsapp,134
U001,S007,2026-04-16 08:51:43,chrome,422
U001,S008,2026-04-16 09:58:45,instagram,194
U001,S008,2026-04-16 10:01:59,camera,441
U001,S008,2026-04-16 10:09:20,whatsapp,174
U001,S008,2026-04-16 10:12:14,chrome,138
U001,S008,2026-04-16 10:14:32,youtube,251
U001,S008,2026-04-16 10:18:43,chrome,131
U001,S008,2026-04-16 10:20:54,youtube,590
U001,S008,2026-04-16 10:30:44,chrome,420
U001,S008,2026-04-16 10:37:44,youtube,259
U001,S008,2026-04-16 10:42:03,instagram,156
U001,S009,2026-04-16 12:44:39,youtube,221
U001,S009,2026-04-16 12:48:20,chrome,574
U001,S009,2026-04-16 12:57:54,youtube,412
U001,S009,2026-04-16 13:04:46,whatsapp,519
U001,S009,2026-04-16 13:13:25,youtube,364
U001,S009,2026-04-16 13:19:29,chrome,207
U001,S009,2026-04-16 13:22:56,gmail,324
U001,S009,2026-04-16 13:28:20,youtube,236
U001,S009,2026-04-16 13:32:16,chrome,509
U001,S009,2026-04-16 13:40:45,youtube,497
U001,S009,2026-04-16 13:49:02,chrome,167
U001,S009,2026-04-16 13:51:49,youtube,471
U001,S009,2026-04-16 13:59:40,chrome,384
U001,S009,2026-04-16 14:06:04,whatsapp,538
U001,S009,2026-04-16 14:15:02,chrome,302
U001,S010,2026-04-16 17:20:04,camera,157
U001,S010,2026-04-16 17:22:41,instagram,532
U001,S010,2026-04-16 17:31:33,youtube,81
U001,S010,2026-04-16 17:32:54,instagram,337
U001,S010,2026-04-16 17:38:31,whatsapp,222
U001,S010,2026-04-16 17:42:13,chrome,181
U001,S010,2026-04-16 17:45:14,gmail,145
U001,S010,2026-04-16 17:47:39,whatsapp,334
U001,S010,2026-04-16 17:53:13,instagram,315
U001,S010,2026-04-16 17:58:28,youtube,448
U001,S010,2026-04-16 18:05:56,whatsapp,485
U001,S011,2026-04-16 23:14:01,whatsapp,465
U001,S011,2026-04-16 23:21:46,youtube,542
U001,S011,2026-04-16 23:30:48,chrome,355
U001,S011,2026-04-16 23:36:43,whatsapp,581
U001,S011,2026-04-16 23:46:24,chrome,140
U001,S011,2026-04-16 23:48:44,gmail,408
U001,S011,2026-04-16 23:55:32,chrome,423
U001,S011,2026-04-17 00:02:35,youtube,67
U001,S012,2026-04-17 02:03:42,chrome,75
U001,S012,2026-04-17 02:04:57,gmail,389
U001,S012,2026-04-17 02:11:26,chrome,89
U001,S012,2026-04-17 02:12:55,youtube,57
U001,S012,2026-04-17 02:13:52,whatsapp,326
U001,S012,2026-04-17 02:19:18,instagram,29
U001,S012,2026-04-17 02:19:47,youtube,450
U001,S012,2026-04-17 02:27:17,chrome,109
U001,S012,2026-04-17 02:29:06,whatsapp,302
U001,S012,2026-04-17 02:34:08,youtube,543
U001,S012,2026-04-17 02:43:11,chrome,262
U001,S012,2026-04-17 02:47:33,youtube,54
U001,S012,2026-04-17 02:48:27,whatsapp,287
U001,S012,2026-04-17 02:53:14,youtube,157
U001,S013,2026-04-17 03:55:51,spotify,68
U001,S013,2026-04-17 03:56:59,whatsapp,109
U001,S013,2026-04-17 03:58:48,youtube,281
U001,S013,2026-04-17 04:03:29,whatsapp,194
U001,S013,2026-04-17 04:06:43,instagram,241
U001,S013,2026-04-17 04:10:44,youtube,500
U001,S013,2026-04-17 04:19:04,whatsapp,272
U001,S013,2026-04-17 04:23:36,chrome,324
U001,S013,2026-04-17 04:29:00,whatsapp,509
U001,S013,2026-04-17 04:37:29,youtube,479
U001,S013,2026-04-17 04:45:28,whatsapp,426
U001,S013,2026-04-17 04:52:34,instagram,507
U001,S013,2026-04-17 05:01:01,youtube,336
U001,S013,2026-04-17 05:06:37,whatsapp,184
U001,S014,2026-04-17 10:09:41,youtube,275
U001,S014,2026-04-17 10:14:16,whatsapp,452
U001,S014,2026-04-17 10:21:48,youtube,28
U001,S014,2026-04-17 10:22:16,chrome,139
U001,S014,2026-04-17 10:24:35,whatsapp,516
U001,S014,2026-04-17 10:33:11,youtube,402
U001,S014,2026-04-17 10:39:53,chrome,494
U001,S014,2026-04-17 10:48:07,whatsapp,466
U001,S015,2026-04-17 11:55:53,instagram,120
U001,S015,2026-04-17 11:57:53,youtube,50
U001,S015,2026-04-17 11:58:43,whatsapp,191
U001,S015,2026-04-17 12:01:54,youtube,387
U001,S015,2026-04-17 12:08:21,chrome,552
U001,S015,2026-04-17 12:17:33,youtube,395
U001,S015,2026-04-17 12:24:08,whatsapp,75
U001,S015,2026-04-17 12:25:23,instagram,236
U001,S015,2026-04-17 12:29:19,whatsapp,238
U001,S015,2026-04-17 12:33:17,chrome,82
U001,S015,2026-04-17 12:34:39,whatsapp,193
U001,S016,2026-04-17 14:37:52,spotify,343
U001,S016,2026-04-17 14:43:35,maps,430
U001,S016,2026-04-17 14:50:45,whatsapp,476
U001,S016,2026-04-17 14:58:41,instagram,407
U001,S016,2026-04-17 15:05:28,whatsapp,157
U001,S016,2026-04-17 15:08:05,youtube,192
U001,S016,2026-04-17 15:11:17,chrome,286
U001,S016,2026-04-17 15:16:03,whatsapp,353
U001,S016,2026-04-17 15:21:56,youtube,291
U001,S016,2026-04-17 15:26:47,chrome,318
U001,S016,2026-04-17 15:32:05,whatsapp,505
U001,S016,2026-04-17 15:40:30,chrome,316
U001,S016,2026-04-17 15:45:46,gmail,129
U001,S016,2026-04-17 15:47:55,chrome,333
U001,S017,2026-04-17 18:53:28,gmail,58
U001,S017,2026-04-17 18:54:26,youtube,434
U001,S017,2026-04-17 19:01:40,chrome,117
U001,S017,2026-04-17 19:03:37,whatsapp,415
U001,S017,2026-04-17 19:10:32,youtube,161
U001,S017,2026-04-17 19:13:13,chrome,186
U001,S017,2026-04-17 19:16:19,whatsapp,307
U001,S017,2026-04-17 19:21:26,chrome,36
U001,S017,2026-04-17 19:22:02,gmail,111
U001,S017,2026-04-17 19:23:53,chrome,35
U001,S018,2026-04-17 20:24:28,chrome,116
U001,S018,2026-04-17 20:26:24,youtube,65
U001,S018,2026-04-17 20:27:29,whatsapp,142
U001,S018,2026-04-17 20:29:51,youtube,505
U001,S018,2026-04-17 20:38:16,chrome,519
U001,S019,2026-04-17 22:46:55,camera,338
U001,S019,2026-04-17 22:52:33,instagram,17
U001,S019,2026-04-17 22:52:50,whatsapp,496
U001,S019,2026-04-17 23:01:06,instagram,360
U001,S019,2026-04-17 23:07:06,whatsapp,554
U001,S019,2026-04-17 23:16:20,youtube,157
U001,S019,2026-04-17 23:18:57,whatsapp,182
U001,S019,2026-04-17 23:21:59,instagram,271
U001,S019,2026-04-17 23:26:30,whatsapp,79
U001,S019,2026-04-17 23:27:49,instagram,364
U001,S019,2026-04-17 23:33:53,youtube,168
U001,S019,2026-04-17 23:36:41,chrome,191
U001,S020,2026-04-18 03:39:52,instagram,411
U001,S020,2026-04-18 03:46:43,camera,69
U001,S020,2026-04-18 03:47:52,instagram,593
U001,S020,2026-04-18 03:57:45,whatsapp,409
U001,S020,2026-04-18 04:04:34,youtube,303
U001,S020,2026-04-18 04:09:37,chrome,347
U001,S020,2026-04-18 04:15:24,gmail,82
U001,S020,2026-04-18 04:16:46,chrome,96
U001,S020,2026-04-18 04:18:22,whatsapp,85
U001,S020,2026-04-18 04:19:47,chrome,38
U001,S020,2026-04-18 04:20:25,whatsapp,61
U001,S020,2026-04-18 04:21:26,chrome,165
U001,S020,2026-04-18 04:24:11,gmail,465
U001,S020,2026-04-18 04:31:56,chrome,560
U001,S020,2026-04-18 04:41:16,youtube,583
U002,S001,2026-04-14 17:33:58,youtube,282
U002,S001,2026-04-14 17:38:40,instagram,76
U002,S001,2026-04-14 17:39:56,whatsapp,116
U002,S001,2026-04-14 17:41:52,chrome,45
U002,S001,2026-04-14 17:42:37,whatsapp,520
U002,S001,2026-04-14 17:51:17,instagram,591
U002,S001,2026-04-14 18:01:08,camera,17
U002,S001,2026-04-14 18:01:25,whatsapp,440
U002,S001,2026-04-14 18:08:45,chrome,351
U002,S001,2026-04-14 18:14:36,youtube,408
U002,S001,2026-04-14 18:21:24,whatsapp,437
U002,S001,2026-04-14 18:28:41,instagram,14
U002,S002,2026-04-14 21:28:55,youtube,185
U002,S002,2026-04-14 21:32:00,instagram,247
U002,S002,2026-04-14 21:36:07,youtube,406
U002,S002,2026-04-14 21:42:53,chrome,441
U002,S002,2026-04-14 21:50:14,youtube,289
U002,S002,2026-04-14 21:55:03,whatsapp,471
U002,S002,2026-04-14 22:02:54,youtube,276
U002,S002,2026-04-14 22:07:30,chrome,448
U002,S002,2026-04-14 22:14:58,youtube,400
U002,S002,2026-04-14 22:21:38,whatsapp,194
U002,S002,2026-04-14 22:24:52,youtube,243
U002,S002,2026-04-14 22:28:55,whatsapp,192
U002,S002,2026-04-14 22:32:07,chrome,237
U002,S002,2026-04-14 22:36:04,whatsapp,369
U002,S003,2026-04-15 03:42:13,spotify,261
U002,S003,2026-04-15 03:46:34,instagram,543
U002,S003,2026-04-15 03:55:37,camera,570
U002,S003,2026-04-15 04:05:07,instagram,86
U002,S003,2026-04-15 04:06:33,whatsapp,54
U002,S003,2026-04-15 04:07:27,chrome,473
U002,S003,2026-04-15 04:15:20,gmail,590
U002,S003,2026-04-15 04:25:10,youtube,584
U002,S003,2026-04-15 04:34:54,whatsapp,396
U002,S003,2026-04-15 04:41:30,youtube,535
U002,S004,2026-04-15 06:50:25,whatsapp,320
U002,S004,2026-04-15 06:55:45,instagram,402
U002,S004,2026-04-15 07:02:27,whatsapp,110
U002,S004,2026-04-15 07:04:17,youtube,124
U002,S004,2026-04-15 07:06:21,whatsapp,90
U002,S004,2026-04-15 07:07:51,instagram,513
U002,S004,2026-04-15 07:16:24,camera,62
U002,S004,2026-04-15 07:17:26,chrome,545
U002,S004,2026-04-15 07:26:31,youtube,108
U002,S004,2026-04-15 07:28:19,whatsapp,42
U002,S004,2026-04-15 07:29:01,instagram,437
U002,S004,2026-04-15 07:36:18,whatsapp,467
U002,S004,2026-04-15 07:44:05,youtube,472
U002,S005,2026-04-15 11:51:57,camera,272
U002,S005,2026-04-15 11:56:29,instagram,578
U002,S005,2026-04-15 12:06:07,camera,529
U002,S005,2026-04-15 12:14:56,instagram,557
U002,S005,2026-04-15 12:24:13,whatsapp,190
U002,S005,2026-04-15 12:27:23,instagram,43
U002,S005,2026-04-15 12:28:06,youtube,577
U002,S005,2026-04-15 12:37:43,chrome,475
U002,S005,2026-04-15 12:45:38,whatsapp,587
U002,S005,2026-04-15 12:55:25,instagram,109
U002,S005,2026-04-15 12:57:14,youtube,323
U002,S005,2026-04-15 13:02:37,chrome,479
U002,S006,2026-04-15 15:10:36,youtube,232
U002,S006,2026-04-15 15:14:28,instagram,200
U002,S006,2026-04-15 15:17:48,camera,385
U002,S006,2026-04-15 15:24:13,instagram,359
U002,S006,2026-04-15 15:30:12,whatsapp,564
U002,S007,2026-04-15 17:39:36,instagram,317
U002,S007,2026-04-15 17:44:53,youtube,564
U002,S007,2026-04-15 17:54:17,instagram,280
U002,S007,2026-04-15 17:58:57,camera,550
U002,S007,2026-04-15 18:08:07,instagram,221
U002,S007,2026-04-15 18:11:48,camera,462
U002,S007,2026-04-15 18:19:30,instagram,505
U002,S007,2026-04-15 18:27:55,whatsapp,272
U002,S007,2026-04-15 18:32:27,instagram,546
U002,S008,2026-04-15 22:41:33,chrome,288
U002,S008,2026-04-15 22:46:21,whatsapp,340
U002,S008,2026-04-15 22:52:01,youtube,490
U002,S008,2026-04-15 23:00:11,whatsapp,252
U002,S008,2026-04-15 23:04:23,youtube,174
U002,S008,2026-04-15 23:07:17,whatsapp,297
U002,S008,2026-04-15 23:12:14,instagram,26
U002,S008,2026-04-15 23:12:40,whatsapp,379
U002,S008,2026-04-15 23:18:59,chrome,194
U002,S008,2026-04-15 23:22:13,youtube,544
U002,S008,2026-04-15 23:31:17,whatsapp,189
U002,S009,2026-04-16 03:34:26,instagram,420
U002,S009,2026-04-16 03:41:26,youtube,371
U002,S009,2026-04-16 03:47:37,chrome,434
U002,S009,2026-04-16 03:54:51,gmail,47
U002,S009,2026-04-16 03:55:38,chrome,296
U002,S010,2026-04-16 05:00:34,camera,19
U002,S010,2026-04-16 05:00:53,whatsapp,22
U002,S010,2026-04-16 05:01:15,chrome,235
U002,S010,2026-04-16 05:05:10,youtube,371
U002,S010,2026-04-16 05:11:21,chrome,595
U002,S010,2026-04-16 05:21:16,youtube,114
U002,S010,2026-04-16 05:23:10,instagram,355
U002,S010,2026-04-16 05:29:05,camera,162
U002,S011,2026-04-16 07:31:47,spotify,380
U002,S011,2026-04-16 07:38:07,whatsapp,97
U002,S011,2026-04-16 07:39:44,instagram,18
U002,S011,2026-04-16 07:40:02,youtube,421
U002,S011,2026-04-16 07:47:03,instagram,494
U002,S011,2026-04-16 07:55:17,youtube,234
U002,S011,2026-04-16 07:59:11,whatsapp,247
U002,S011,2026-04-16 08:03:18,youtube,170
U002,S011,2026-04-16 08:06:08,whatsapp,293
U002,S011,2026-04-16 08:11:01,youtube,84
U002,S011,2026-04-16 08:12:25,chrome,519
U002,S012,2026-04-16 09:21:04,instagram,79
U002,S012,2026-04-16 09:22:23,whatsapp,486
U002,S012,2026-04-16 09:30:29,youtube,524
U002,S012,2026-04-16 09:39:13,instagram,44
U002,S012,2026-04-16 09:39:57,whatsapp,417
U002,S012,2026-04-16 09:46:54,chrome,185
U002,S012,2026-04-16 09:49:59,whatsapp,227
U002,S012,2026-04-16 09:53:46,chrome,594
U002,S012,2026-04-16 10:03:40,whatsapp,424
U002,S012,2026-04-16 10:10:44,chrome,240
U002,S012,2026-04-16 10:14:44,whatsapp,95
U002,S013,2026-04-16 15:16:19,gmail,526
U002,S013,2026-04-16 15:25:05,whatsapp,99
U002,S013,2026-04-16 15:26:44,chrome,282
U002,S013,2026-04-16 15:31:26,youtube,599
U002,S013,2026-04-16 15:41:25,chrome,447
U002,S013,2026-04-16 15:48:52,gmail,475
U002,S013,2026-04-16 15:56:47,chrome,432
U002,S013,2026-04-16 16:03:59,gmail,597
U002,S013,2026-04-16 16:13:56,whatsapp,75
U002,S013,2026-04-16 16:15:11,chrome,285
U002,S014,2026-04-16 18:19:56,maps,189
U002,S014,2026-04-16 18:23:05,whatsapp,361
U002,S014,2026-04-16 18:29:06,instagram,493
U002,S014,2026-04-16 18:37:19,whatsapp,97
U002,S014,2026-04-16 18:38:56,instagram,210
U002,S014,2026-04-16 18:42:26,whatsapp,189
U002,S014,2026-04-16 18:45:35,instagram,545
U002,S014,2026-04-16 18:54:40,camera,10
U002,S014,2026-04-16 18:54:50,instagram,174
U002,S014,2026-04-16 18:57:44,whatsapp,403
U002,S014,2026-04-16 19:04:27,youtube,382
U002,S014,2026-04-16 19:10:49,chrome,397
U002,S015,2026-04-17 00:17:26,youtube,272
U002,S015,2026-04-17 00:21:58,whatsapp,390
U002,S015,2026-04-17 00:28:28,chrome,550
U002,S015,2026-04-17 00:37:38,whatsapp,342
U002,S015,2026-04-17 00:43:20,chrome,383
U002,S015,2026-04-17 00:49:43,whatsapp,444
U002,S015,2026-04-17 00:57:07,chrome,536
U002,S015,2026-04-17 01:06:03,youtube,251
U002,S015,2026-04-17 01:10:14,instagram,576
U002,S015,2026-04-17 01:19:50,whatsapp,66
U002,S015,2026-04-17 01:20:56,youtube,167
U002,S016,2026-04-17 05:23:43,gmail,425
U002,S016,2026-04-17 05:30:48,chrome,494
U002,S016,2026-04-17 05:39:02,whatsapp,78
U002,S016,2026-04-17 05:40:20,youtube,66
U002,S016,2026-04-17 05:41:26,chrome,414
U002,S016,2026-04-17 05:48:20,youtube,17
U002,S017,2026-04-17 07:48:37,chrome,291
U002,S017,2026-04-17 07:53:28,whatsapp,477
U002,S017,2026-04-17 08:01:25,chrome,323
U002,S017,2026-04-17 08:06:48,whatsapp,91
U002,S017,2026-04-17 08:08:19,instagram,357
U002,S017,2026-04-17 08:14:16,camera,402
U002,S017,2026-04-17 08:20:58,instagram,453
U002,S017,2026-04-17 08:28:31,whatsapp,88
U002,S017,2026-04-17 08:29:59,instagram,58
U002,S017,2026-04-17 08:30:57,whatsapp,410
U002,S017,2026-04-17 08:37:47,instagram,152
U002,S017,2026-04-17 08:40:19,camera,32
U002,S017,2026-04-17 08:40:51,instagram,324
U002,S018,2026-04-17 12:46:15,chrome,249
U002,S018,2026-04-17 12:50:24,whatsapp,504
U002,S018,2026-04-17 12:58:48,instagram,258
U002,S018,2026-04-17 13:03:06,whatsapp,480
U002,S018,2026-04-17 13:11:06,chrome,299
U002,S019,2026-04-17 15:16:05,youtube,131
U002,S019,2026-04-17 15:18:16,whatsapp,52
U002,S019,2026-04-17 15:19:08,chrome,423
U002,S019,2026-04-17 15:26:11,youtube,142
U002,S019,2026-04-17 15:28:33,whatsapp,564
U002,S019,2026-04-17 15:37:57,instagram,59
U002,S019,2026-04-17 15:38:56,camera,359
U002,S019,2026-04-17 15:44:55,instagram,538
U002,S019,2026-04-17 15:53:53,whatsapp,214
U002,S019,2026-04-17 15:57:27,instagram,565
U002,S019,2026-04-17 16:06:52,youtube,534
U002,S019,2026-04-17 16:15:46,instagram,254
U002,S019,2026-04-17 16:20:00,whatsapp,232
U002,S019,2026-04-17 16:23:52,chrome,34
U002,S019,2026-04-17 16:24:26,whatsapp,50
U002,S020,2026-04-17 18:25:16,chrome,377
U002,S020,2026-04-17 18:31:33,gmail,91
U002,S020,2026-04-17 18:33:04,youtube,459
U002,S020,2026-04-17 18:40:43,chrome,428
U002,S020,2026-04-17 18:47:51,youtube,542
U002,S020,2026-04-17 18:56:53,instagram,30
U002,S020,2026-04-17 18:57:23,youtube,537
U002,S020,2026-04-17 19:06:20,chrome,247
U002,S020,2026-04-17 19:10:27,whatsapp,206
U002,S020,2026-04-17 19:13:53,instagram,318
U002,S020,2026-04-17 19:19:11,whatsapp,313
U002,S020,2026-04-17 19:24:24,instagram,288
U003,S001,2026-04-15 00:33:58,gmail,31
U003,S001,2026-04-15 00:34:29,youtube,495
U003,S001,2026-04-15 00:42:44,whatsapp,131
U003,S001,2026-04-15 00:44:55,chrome,252
U003,S001,2026-04-15 00:49:07,whatsapp,193
U003,S001,2026-04-15 00:52:20,instagram,597
U003,S001,2026-04-15 01:02:17,youtube,224
U003,S001,2026-04-15 01:06:01,chrome,498
U003,S001,2026-04-15 01:14:19,gmail,268
U003,S001,2026-04-15 01:18:47,whatsapp,177
U003,S001,2026-04-15 01:21:44,youtube,51
U003,S001,2026-04-15 01:22:35,chrome,224
U003,S001,2026-04-15 01:26:19,youtube,547
U003,S001,2026-04-15 01:35:26,chrome,557
U003,S001,2026-04-15 01:44:43,whatsapp,217
U003,S002,2026-04-15 06:48:20,chrome,514
U003,S002,2026-04-15 06:56:54,whatsapp,279
U003,S002,2026-04-15 07:01:33,instagram,563
U003,S002,2026-04-15 07:10:56,whatsapp,238
U003,S002,2026-04-15 07:14:54,instagram,461
U003,S003,2026-04-15 08:22:35,whatsapp,525
U003,S003,2026-04-15 08:31:20,instagram,97
U003,S003,2026-04-15 08:32:57,whatsapp,388
U003,S003,2026-04-15 08:39:25,youtube,142
U003,S003,2026-04-15 08:41:47,chrome,253
U003,S003,2026-04-15 08:46:00,gmail,136
U003,S003,2026-04-15 08:48:16,whatsapp,356
U003,S003,2026-04-15 08:54:12,instagram,100
U003,S003,2026-04-15 08:55:52,youtube,412
U003,S004,2026-04-15 10:02:44,instagram,196
U003,S004,2026-04-15 10:06:00,youtube,35
U003,S004,2026-04-15 10:06:35,instagram,535
U003,S004,2026-04-15 10:15:30,youtube,539
U003,S004,2026-04-15 10:24:29,whatsapp,99
U003,S004,2026-04-15 10:26:08,instagram,128
U003,S004,2026-04-15 10:28:16,youtube,407
U003,S004,2026-04-15 10:35:03,chrome,371
U003,S004,2026-04-15 10:41:14,youtube,311
U003,S004,2026-04-15 10:46:25,instagram,26
U003,S004,2026-04-15 10:46:51,youtube,539
U003,S005,2026-04-15 11:55:50,whatsapp,405
U003,S005,2026-04-15 12:02:35,chrome,41
U003,S005,2026-04-15 12:03:16,gmail,529
U003,S005,2026-04-15 12:12:05,chrome,287
U003,S005,2026-04-15 12:16:52,youtube,568
U003,S005,2026-04-15 12:26:20,whatsapp,308
U003,S005,2026-04-15 12:31:28,youtube,454
U003,S005,2026-04-15 12:39:02,whatsapp,251
U003,S005,2026-04-15 12:43:13,instagram,339
U003,S005,2026-04-15 12:48:52,youtube,231
U003,S005,2026-04-15 12:52:43,instagram,395
U003,S005,2026-04-15 12:59:18,camera,476
U003,S005,2026-04-15 13:07:14,instagram,262
U003,S006,2026-04-15 18:11:36,instagram,125
U003,S006,2026-04-15 18:13:41,youtube,452
U003,S006,2026-04-15 18:21:13,chrome,29
U003,S006,2026-04-15 18:21:42,gmail,264
U003,S006,2026-04-15 18:26:06,youtube,354
U003,S006,2026-04-15 18:32:00,chrome,105
U003,S006,2026-04-15 18:33:45,youtube,523
U003,S006,2026-04-15 18:42:28,whatsapp,262
U003,S006,2026-04-15 18:46:50,youtube,459
U003,S006,2026-04-15 18:54:29,whatsapp,420
U003,S006,2026-04-15 19:01:29,chrome,440
U003,S006,2026-04-15 19:08:49,youtube,207
U003,S007,2026-04-16 00:12:16,youtube,82
U003,S007,2026-04-16 00:13:38,chrome,65
U003,S007,2026-04-16 00:14:43,youtube,318
U003,S007,2026-04-16 00:20:01,chrome,228
U003,S007,2026-04-16 00:23:49,gmail,71
U003,S007,2026-04-16 00:25:00,chrome,138
U003,S008,2026-04-16 01:27:18,instagram,106
U003,S008,2026-04-16 01:29:04,whatsapp,367
U003,S008,2026-04-16 01:35:11,instagram,31
U003,S008,2026-04-16 01:35:42,whatsapp,145
U003,S008,2026-04-16 01:38:07,instagram,431
U003,S008,2026-04-16 01:45:18,whatsapp,152
U003,S008,2026-04-16 01:47:50,chrome,431
U003,S008,2026-04-16 01:55:01,whatsapp,203
U003,S008,2026-04-16 01:58:24,instagram,453
U003,S008,2026-04-16 02:05:57,camera,99
U003,S008,2026-04-16 02:07:36,chrome,312
U003,S009,2026-04-16 07:12:48,chrome,427
U003,S009,2026-04-16 07:19:55,whatsapp,231
U003,S009,2026-04-16 07:23:46,chrome,100
U003,S009,2026-04-16 07:25:26,youtube,438
U003,S009,2026-04-16 07:32:44,instagram,577
U003,S009,2026-04-16 07:42:21,youtube,177
U003,S009,2026-04-16 07:45:18,whatsapp,135
U003,S009,2026-04-16 07:47:33,youtube,178
U003,S010,2026-04-16 09:50:31,camera,221
U003,S010,2026-04-16 09:54:12,instagram,581
U003,S010,2026-04-16 10:03:53,whatsapp,45
U003,S010,2026-04-16 10:04:38,youtube,457
U003,S010,2026-04-16 10:12:15,chrome,254
U003,S010,2026-04-16 10:16:29,whatsapp,363
U003,S010,2026-04-16 10:22:32,youtube,465
U003,S010,2026-04-16 10:30:17,instagram,310
U003,S010,2026-04-16 10:35:27,camera,146
U003,S011,2026-04-16 11:37:53,gmail,139
U003,S011,2026-04-16 11:40:12,whatsapp,532
U003,S011,2026-04-16 11:49:04,instagram,267
U003,S011,2026-04-16 11:53:31,whatsapp,543
U003,S011,2026-04-16 12:02:34,instagram,26
U003,S011,2026-04-16 12:03:00,whatsapp,246
U003,S011,2026-04-16 12:07:06,youtube,117
U003,S011,2026-04-16 12:09:03,whatsapp,48
U003,S011,2026-04-16 12:09:51,instagram,16
U003,S011,2026-04-16 12:10:07,youtube,163
U003,S011,2026-04-16 12:12:50,chrome,580
U003,S011,2026-04-16 12:22:30,whatsapp,535
U003,S011,2026-04-16 12:31:25,instagram,403
U003,S011,2026-04-16 12:38:08,camera,588
U003,S011,2026-04-16 12:47:56,whatsapp,287
U003,S012,2026-04-16 14:52:43,chrome,102
U003,S012,2026-04-16 14:54:25,gmail,449
U003,S012,2026-04-16 15:01:54,whatsapp,548
U003,S012,2026-04-16 15:11:02,instagram,527
U003,S012,2026-04-16 15:19:49,camera,480
U003,S012,2026-04-16 15:27:49,chrome,501
U003,S012,2026-04-16 15:36:10,youtube,543
U003,S012,2026-04-16 15:45:13,chrome,578
U003,S012,2026-04-16 15:54:51,gmail,444
